age,gender,user_id,product_id,region,device,category,price,rating,hour,dayofweek,clicked,purchased,weight
45,M,user_185,product_184,Upper West,desktop,Home Appliances,798,3.7,2,4,0,0,0.05
63,M,user_62,product_2,Central,desktop,Health & Beauty,51,4.3,3,4,0,0,0.05
54,F,user_207,product_250,Western,mobile,Groceries,68,3.1,3,4,0,0,0.05
31,F,user_486,product_162,Upper West,mobile,Books,55,4.3,3,4,1,1,3.05
50,F,user_11,product_184,Western,mobile,Home Appliances,798,3.7,3,4,1,0,0.55
32,F,user_98,product_144,Upper West,desktop,Clothing,206,3.6,4,4,1,0,0.55
57,F,user_648,product_190,Ashanti,mobile,Books,30,4.5,4,4,0,0,0.05
25,F,user_536,product_46,Upper East,mobile,Groceries,57,3.4,4,4,0,0,0.05
50,F,user_608,product_75,Volta,mobile,Sports,202,4.9,4,4,0,0,0.05
37,M,user_7,product_23,Northern,mobile,Books,70,4.8,5,4,1,0,0.55
20,F,user_435,product_144,Central,mobile,Clothing,206,3.6,5,4,0,0,0.05
62,M,user_797,product_184,Upper East,mobile,Home Appliances,798,3.7,5,4,1,0,0.55
27,F,user_215,product_139,Upper West,mobile,Electronics,720,3.3,5,4,1,0,0.55
51,F,user_733,product_243,Upper East,mobile,Groceries,45,4.4,6,4,1,0,0.55
58,F,user_690,product_77,Eastern,mobile,Books,45,4.2,7,4,1,0,0.55
25,M,user_758,product_170,Ashanti,desktop,Groceries,47,3.9,7,4,1,0,0.55
25,M,user_338,product_77,Ashanti,mobile,Books,45,4.2,8,4,1,0,0.55
58,M,user_295,product_175,Northern,mobile,Groceries,41,4.5,8,4,1,0,0.55
57,M,user_913,product_63,Volta,mobile,Home Appliances,696,4.2,8,4,1,0,0.55
46,F,user_423,product_170,Northern,mobile,Groceries,47,3.9,8,4,1,0,0.55
39,F,user_576,product_27,Northern,mobile,Health & Beauty,74,3.6,8,4,1,0,0.55
21,M,user_93,product_36,Eastern,mobile,Electronics,388,3.6,9,4,1,1,3.05
30,F,user_685,product_174,Central,desktop,Health & Beauty,116,2.9,10,4,1,0,0.55
41,M,user_504,product_220,Ashanti,desktop,Electronics,743,3.5,10,4,0,0,0.05
37,F,user_333,product_213,Central,mobile,Groceries,55,3.7,10,4,0,0,0.05
60,M,user_901,product_226,Eastern,desktop,Books,39,3.6,11,4,1,0,0.55
49,M,user_596,product_163,Volta,mobile,Home Appliances,977,3.8,11,4,0,0,0.05
54,F,user_355,product_48,Eastern,mobile,Mobile Phones,1172,4.0,11,4,0,0,0.05
59,M,user_657,product_125,Ashanti,mobile,Clothing,140,3.8,11,4,0,0,0.05
49,M,user_436,product_179,Greater Accra,mobile,Books,52,3.8,11,4,1,0,0.55
24,M,user_971,product_194,Upper West,mobile,Mobile Phones,1411,4.3,12,4,0,0,0.05
31,F,user_486,product_52,Upper West,mobile,Clothing,167,4.6,13,4,1,0,0.55
28,F,user_300,product_218,Western,mobile,Electronics,694,3.7,13,4,0,0,0.05
45,M,user_936,product_75,Upper East,mobile,Sports,202,4.9,13,4,0,0,0.05
35,M,user_105,product_125,Upper West,mobile,Clothing,140,3.8,13,4,1,1,3.05
49,F,user_879,product_187,Upper West,mobile,Sports,165,3.9,13,4,0,0,0.05
23,F,user_938,product_144,Ashanti,mobile,Clothing,206,3.6,13,4,1,0,0.55
29,F,user_808,product_180,Greater Accra,mobile,Home Appliances,852,4.8,14,4,0,0,0.05
49,F,user_618,product_130,Volta,mobile,Electronics,630,3.5,14,4,1,1,3.05
60,F,user_8,product_220,Northern,mobile,Electronics,743,3.5,15,4,0,0,0.05
48,M,user_394,product_195,Greater Accra,mobile,Home Appliances,772,4.4,15,4,0,0,0.05
43,M,user_320,product_26,Volta,mobile,Sports,220,3.3,16,4,0,0,0.05
53,M,user_639,product_42,Northern,mobile,Groceries,50,4.7,16,4,0,0,0.05
27,F,user_215,product_15,Upper West,mobile,Sports,148,3.1,16,4,1,0,0.55
58,M,user_783,product_138,Upper West,mobile,Books,59,4.2,17,4,0,0,0.05
43,F,user_236,product_19,Greater Accra,mobile,Sports,175,4.0,17,4,1,0,0.55
39,F,user_204,product_184,Ashanti,mobile,Home Appliances,798,3.7,17,4,1,0,0.55
18,M,user_851,product_163,Western,mobile,Home Appliances,977,3.8,19,4,0,0,0.05
22,F,user_684,product_114,Eastern,desktop,Home Appliances,1060,3.7,19,4,0,0,0.05
50,M,user_373,product_94,Ashanti,desktop,Health & Beauty,73,4.1,19,4,1,1,3.05
38,F,user_738,product_57,Greater Accra,mobile,Health & Beauty,60,4.1,20,4,1,0,0.55
36,M,user_180,product_218,Greater Accra,mobile,Electronics,694,3.7,20,4,0,0,0.05
58,M,user_147,product_57,Northern,mobile,Health & Beauty,60,4.1,20,4,0,0,0.05
54,M,user_544,product_62,Ashanti,mobile,Groceries,57,3.4,20,4,0,0,0.05
36,F,user_930,product_218,Upper East,mobile,Electronics,694,3.7,20,4,1,0,0.55
40,F,user_455,product_113,Ashanti,desktop,Groceries,32,4.4,20,4,1,0,0.55
23,M,user_209,product_75,Upper West,desktop,Sports,202,4.9,21,4,1,0,0.55
45,M,user_676,product_63,Eastern,desktop,Home Appliances,696,4.2,21,4,0,0,0.05
44,F,user_406,product_95,Greater Accra,mobile,Sports,166,3.9,21,4,1,1,3.05
19,F,user_407,product_84,Eastern,mobile,Health & Beauty,75,3.9,22,4,0,0,0.05
64,M,user_186,product_63,Upper East,desktop,Home Appliances,696,4.2,22,4,1,0,0.55
52,F,user_286,product_238,Western,desktop,Clothing,98,4.8,22,4,0,0,0.05
64,F,user_475,product_69,Eastern,mobile,Groceries,49,4.4,22,4,1,0,0.55
53,F,user_965,product_76,Volta,mobile,Mobile Phones,1355,4.3,23,4,0,0,0.05
21,M,user_238,product_138,Central,mobile,Books,59,4.2,23,4,1,0,0.55
23,F,user_670,product_84,Upper East,mobile,Health & Beauty,75,3.9,23,4,1,0,0.55
43,M,user_911,product_244,Northern,mobile,Health & Beauty,105,3.5,23,4,1,0,0.55
61,M,user_278,product_77,Central,mobile,Books,45,4.2,23,4,0,0,0.05
47,M,user_633,product_99,Upper West,mobile,Clothing,174,4.9,0,5,1,0,0.55
57,F,user_728,product_60,Northern,mobile,Sports,170,3.7,0,5,1,0,0.55
25,F,user_515,product_144,Upper West,mobile,Clothing,206,3.6,0,5,0,0,0.05
45,F,user_199,product_246,Upper West,desktop,Books,59,3.6,2,5,1,1,3.05
57,M,user_531,product_244,Volta,mobile,Health & Beauty,105,3.5,2,5,0,0,0.05
35,M,user_262,product_26,Upper West,mobile,Sports,220,3.3,2,5,0,0,0.05
58,M,user_642,product_216,Central,mobile,Sports,199,5.0,3,5,0,0,0.05
52,F,user_4,product_244,Eastern,mobile,Health & Beauty,105,3.5,3,5,1,1,3.05
34,F,user_64,product_184,Eastern,mobile,Home Appliances,798,3.7,3,5,1,0,0.55
22,M,user_607,product_238,Eastern,mobile,Clothing,98,4.8,3,5,0,0,0.05
56,F,user_587,product_26,Eastern,mobile,Sports,220,3.3,3,5,1,0,0.55
58,M,user_642,product_213,Central,mobile,Groceries,55,3.7,3,5,0,0,0.05
44,M,user_535,product_84,Greater Accra,mobile,Health & Beauty,75,3.9,4,5,1,0,0.55
19,M,user_314,product_138,Greater Accra,mobile,Books,59,4.2,4,5,1,1,3.05
27,F,user_999,product_70,Upper West,mobile,Mobile Phones,1152,3.8,4,5,1,0,0.55
31,M,user_319,product_75,Northern,mobile,Sports,202,4.9,4,5,1,0,0.55
61,F,user_924,product_73,Western,mobile,Groceries,43,3.6,4,5,0,0,0.05
19,M,user_285,product_163,Central,mobile,Home Appliances,977,3.8,5,5,0,0,0.05
61,M,user_57,product_23,Volta,mobile,Books,70,4.8,5,5,0,0,0.05
56,M,user_696,product_84,Eastern,mobile,Health & Beauty,75,3.9,5,5,1,1,3.05
25,M,user_466,product_86,Northern,mobile,Electronics,816,3.6,6,5,1,0,0.55
63,F,user_472,product_76,Western,mobile,Mobile Phones,1355,4.3,6,5,0,0,0.05
52,M,user_953,product_26,Upper West,mobile,Sports,220,3.3,6,5,0,0,0.05
27,M,user_1000,product_243,Eastern,mobile,Groceries,45,4.4,6,5,0,0,0.05
31,M,user_141,product_180,Volta,mobile,Home Appliances,852,4.8,7,5,0,0,0.05
41,F,user_795,product_243,Volta,desktop,Groceries,45,4.4,7,5,1,0,0.55
34,M,user_270,product_95,Upper East,mobile,Sports,166,3.9,8,5,0,0,0.05
56,F,user_247,product_216,Volta,mobile,Sports,199,5.0,8,5,0,0,0.05
31,M,user_366,product_247,Western,mobile,Electronics,752,4.4,8,5,1,0,0.55
65,F,user_691,product_110,Northern,mobile,Groceries,42,3.0,9,5,1,0,0.55
40,M,user_651,product_184,Western,mobile,Home Appliances,798,3.7,9,5,1,0,0.55
48,M,user_562,product_81,Ashanti,mobile,Mobile Phones,1426,3.8,9,5,0,0,0.05
33,F,user_827,product_56,Upper West,mobile,Health & Beauty,41,4.6,9,5,1,0,0.55
64,F,user_617,product_81,Northern,mobile,Mobile Phones,1426,3.8,10,5,0,0,0.05
33,M,user_540,product_104,Ashanti,mobile,Health & Beauty,43,4.4,10,5,1,1,3.05
40,F,user_298,product_110,Ashanti,mobile,Groceries,42,3.0,10,5,0,0,0.05
57,M,user_244,product_18,Central,mobile,Books,70,4.2,11,5,0,0,0.05
65,F,user_855,product_207,Central,desktop,Home Appliances,580,4.5,12,5,0,0,0.05
21,F,user_483,product_218,Western,desktop,Electronics,694,3.7,13,5,1,0,0.55
30,F,user_102,product_216,Northern,mobile,Sports,199,5.0,13,5,1,0,0.55
20,F,user_447,product_26,Volta,mobile,Sports,220,3.3,13,5,1,1,3.05
21,F,user_45,product_211,Volta,mobile,Mobile Phones,1073,4.5,14,5,0,0,0.05
54,F,user_257,product_93,Upper West,mobile,Health & Beauty,95,4.6,14,5,1,0,0.55
46,F,user_423,product_226,Northern,mobile,Books,39,3.6,15,5,0,0,0.05
23,M,user_209,product_33,Upper West,desktop,Groceries,43,3.6,15,5,0,0,0.05
25,M,user_69,product_60,Upper East,mobile,Sports,170,3.7,16,5,0,0,0.05
45,M,user_390,product_86,Ashanti,mobile,Electronics,816,3.6,16,5,0,0,0.05
57,M,user_244,product_141,Central,mobile,Books,74,3.6,16,5,0,0,0.05
55,M,user_591,product_109,Ashanti,mobile,Home Appliances,845,4.8,16,5,0,0,0.05
42,F,user_494,product_38,Northern,desktop,Groceries,42,3.8,16,5,1,0,0.55
46,M,user_710,product_120,Greater Accra,desktop,Electronics,938,3.9,17,5,0,0,0.05
65,M,user_886,product_176,Western,mobile,Sports,194,2.9,17,5,0,0,0.05
20,M,user_344,product_81,Volta,mobile,Mobile Phones,1426,3.8,17,5,0,0,0.05
37,F,user_100,product_75,Ashanti,desktop,Sports,202,4.9,17,5,0,0,0.05
39,F,user_863,product_104,Central,mobile,Health & Beauty,43,4.4,17,5,0,0,0.05
43,F,user_857,product_104,Upper East,mobile,Health & Beauty,43,4.4,17,5,1,0,0.55
53,F,user_766,product_216,Ashanti,desktop,Sports,199,5.0,17,5,1,0,0.55
41,M,user_206,product_32,Upper West,mobile,Electronics,668,3.6,18,5,1,0,0.55
36,F,user_184,product_133,Upper West,mobile,Electronics,657,3.4,18,5,1,0,0.55
56,F,user_587,product_215,Eastern,mobile,Groceries,41,3.8,18,5,0,0,0.05
29,M,user_967,product_120,Greater Accra,mobile,Electronics,938,3.9,18,5,1,1,3.05
56,M,user_696,product_111,Eastern,mobile,Health & Beauty,95,4.1,19,5,0,0,0.05
18,M,user_831,product_125,Volta,mobile,Clothing,140,3.8,19,5,1,0,0.55
25,M,user_357,product_76,Upper East,desktop,Mobile Phones,1355,4.3,19,5,1,0,0.55
49,F,user_385,product_84,Greater Accra,desktop,Health & Beauty,75,3.9,19,5,0,0,0.05
38,M,user_395,product_184,Central,desktop,Home Appliances,798,3.7,20,5,0,0,0.05
36,M,user_836,product_70,Western,desktop,Mobile Phones,1152,3.8,20,5,0,0,0.05
47,M,user_750,product_18,Eastern,desktop,Books,70,4.2,20,5,1,1,3.05
63,M,user_1,product_184,Western,mobile,Home Appliances,798,3.7,20,5,0,0,0.05
37,M,user_892,product_218,Upper West,mobile,Electronics,694,3.7,20,5,1,0,0.55
34,F,user_64,product_105,Eastern,mobile,Electronics,528,3.8,21,5,1,0,0.55
40,F,user_701,product_184,Northern,mobile,Home Appliances,798,3.7,22,5,1,0,0.55
23,M,user_176,product_207,Eastern,desktop,Home Appliances,580,4.5,23,5,1,1,3.05
34,M,user_982,product_133,Upper West,desktop,Electronics,657,3.4,23,5,0,0,0.05
59,M,user_439,product_6,Upper East,mobile,Sports,225,3.3,23,5,0,0,0.05
18,M,user_485,product_227,Upper West,mobile,Books,69,4.3,0,6,1,0,0.55
36,F,user_918,product_113,Ashanti,mobile,Groceries,32,4.4,0,6,1,0,0.55
41,M,user_169,product_125,Ashanti,mobile,Clothing,140,3.8,0,6,1,0,0.55
33,F,user_827,product_5,Upper West,mobile,Groceries,57,3.6,0,6,0,0,0.05
18,F,user_558,product_104,Greater Accra,mobile,Health & Beauty,43,4.4,0,6,1,0,0.55
21,M,user_171,product_125,Northern,mobile,Clothing,140,3.8,0,6,1,0,0.55
41,M,user_308,product_144,Central,desktop,Clothing,206,3.6,0,6,1,0,0.55
50,M,user_726,product_2,Upper East,desktop,Health & Beauty,51,4.3,0,6,0,0,0.05
31,F,user_625,product_109,Ashanti,desktop,Home Appliances,845,4.8,1,6,0,0,0.05
50,F,user_146,product_6,Northern,mobile,Sports,225,3.3,1,6,1,1,3.05
31,M,user_366,product_243,Western,mobile,Groceries,45,4.4,2,6,0,0,0.05
64,F,user_613,product_159,Upper West,mobile,Books,65,3.4,2,6,1,0,0.55
19,M,user_314,product_163,Greater Accra,mobile,Home Appliances,977,3.8,2,6,0,0,0.05
31,M,user_141,product_179,Volta,mobile,Books,52,3.8,2,6,1,1,3.05
32,M,user_549,product_59,Upper West,mobile,Mobile Phones,1048,4.1,2,6,1,0,0.55
36,M,user_505,product_26,Upper West,mobile,Sports,220,3.3,2,6,1,0,0.55
42,F,user_660,product_113,Northern,mobile,Groceries,32,4.4,2,6,1,1,3.05
45,F,user_103,product_133,Greater Accra,mobile,Electronics,657,3.4,3,6,0,0,0.05
23,M,user_622,product_138,Eastern,mobile,Books,59,4.2,3,6,0,0,0.05
43,M,user_18,product_121,Northern,mobile,Home Appliances,947,4.1,3,6,1,0,0.55
65,F,user_855,product_133,Central,desktop,Electronics,657,3.4,3,6,1,0,0.55
37,M,user_452,product_177,Ashanti,mobile,Home Appliances,967,3.5,4,6,1,0,0.55
20,F,user_447,product_137,Volta,mobile,Sports,205,4.7,5,6,1,0,0.55
42,M,user_272,product_125,Upper East,mobile,Clothing,140,3.8,5,6,1,1,3.05
51,F,user_243,product_184,Northern,mobile,Home Appliances,798,3.7,5,6,0,0,0.05
50,M,user_398,product_6,Northern,mobile,Sports,225,3.3,5,6,1,0,0.55
34,F,user_822,product_109,Northern,mobile,Home Appliances,845,4.8,5,6,1,0,0.55
34,M,user_601,product_114,Central,mobile,Home Appliances,1060,3.7,6,6,1,1,3.05
42,F,user_975,product_81,Eastern,mobile,Mobile Phones,1426,3.8,7,6,1,1,3.05
31,M,user_319,product_26,Northern,mobile,Sports,220,3.3,7,6,0,0,0.05
35,F,user_230,product_32,Upper West,mobile,Electronics,668,3.6,8,6,1,0,0.55
24,F,user_354,product_109,Ashanti,mobile,Home Appliances,845,4.8,9,6,0,0,0.05
44,F,user_280,product_63,Volta,mobile,Home Appliances,696,4.2,10,6,0,0,0.05
23,M,user_416,product_157,Greater Accra,mobile,Books,71,4.1,12,6,1,0,0.55
27,F,user_630,product_70,Eastern,mobile,Mobile Phones,1152,3.8,12,6,0,0,0.05
65,F,user_753,product_35,Upper East,mobile,Clothing,192,5.0,12,6,0,0,0.05
25,F,user_515,product_104,Upper West,mobile,Health & Beauty,43,4.4,13,6,0,0,0.05
41,F,user_645,product_95,Western,mobile,Sports,166,3.9,13,6,1,0,0.55
34,M,user_935,product_163,Upper West,mobile,Home Appliances,977,3.8,14,6,0,0,0.05
53,F,user_124,product_133,Volta,desktop,Electronics,657,3.4,14,6,0,0,0.05
43,M,user_911,product_94,Northern,mobile,Health & Beauty,73,4.1,14,6,1,1,3.05
63,M,user_723,product_84,Upper East,mobile,Health & Beauty,75,3.9,14,6,0,0,0.05
21,M,user_643,product_144,Ashanti,mobile,Clothing,206,3.6,14,6,0,0,0.05
53,M,user_669,product_216,Western,mobile,Sports,199,5.0,15,6,0,0,0.05
53,M,user_669,product_108,Western,mobile,Clothing,161,4.5,15,6,0,0,0.05
23,M,user_416,product_144,Greater Accra,mobile,Clothing,206,3.6,15,6,1,0,0.55
41,F,user_197,product_212,Ashanti,mobile,Health & Beauty,107,4.1,15,6,1,0,0.55
45,M,user_802,product_241,Upper West,mobile,Electronics,728,3.4,15,6,0,0,0.05
61,M,user_57,product_165,Volta,mobile,Groceries,56,4.4,17,6,1,0,0.55
19,F,user_126,product_6,Volta,mobile,Sports,225,3.3,17,6,0,0,0.05
41,F,user_197,product_216,Ashanti,mobile,Sports,199,5.0,18,6,1,0,0.55
63,M,user_62,product_231,Central,desktop,Groceries,39,3.7,18,6,0,0,0.05
44,F,user_191,product_247,Upper West,mobile,Electronics,752,4.4,18,6,1,0,0.55
42,M,user_720,product_159,Volta,mobile,Books,65,3.4,19,6,1,0,0.55
30,F,user_43,product_56,Eastern,mobile,Health & Beauty,41,4.6,19,6,0,0,0.05
20,F,user_375,product_82,Ashanti,mobile,Health & Beauty,52,3.3,19,6,1,0,0.55
53,F,user_641,product_179,Eastern,mobile,Books,52,3.8,20,6,1,0,0.55
65,M,user_392,product_133,Greater Accra,mobile,Electronics,657,3.4,20,6,1,1,3.05
26,F,user_985,product_163,Northern,mobile,Home Appliances,977,3.8,20,6,0,0,0.05
38,M,user_582,product_184,Western,mobile,Home Appliances,798,3.7,21,6,1,0,0.55
23,M,user_209,product_62,Upper West,desktop,Groceries,57,3.4,21,6,0,0,0.05
35,F,user_230,product_212,Upper West,mobile,Health & Beauty,107,4.1,22,6,1,0,0.55
27,M,user_680,product_133,Central,mobile,Electronics,657,3.4,22,6,1,0,0.55
38,F,user_738,product_135,Greater Accra,mobile,Clothing,157,3.8,23,6,1,0,0.55
39,F,user_863,product_86,Central,mobile,Electronics,816,3.6,23,6,0,0,0.05
50,M,user_887,product_100,Western,desktop,Clothing,117,3.3,23,6,0,0,0.05
27,F,user_712,product_226,Western,mobile,Books,39,3.6,0,0,1,1,3.05
56,M,user_966,product_242,Eastern,mobile,Health & Beauty,79,4.7,0,0,1,1,3.05
53,M,user_292,product_248,Western,mobile,Home Appliances,850,3.8,0,0,0,0,0.05
48,M,user_330,product_75,Greater Accra,mobile,Sports,202,4.9,1,0,1,1,3.05
42,M,user_790,product_199,Northern,mobile,Health & Beauty,74,5.0,1,0,1,0,0.55
64,M,user_271,product_73,Western,mobile,Groceries,43,3.6,1,0,1,0,0.55
48,M,user_721,product_218,Northern,mobile,Electronics,694,3.7,2,0,0,0,0.05
43,M,user_745,product_144,Greater Accra,desktop,Clothing,206,3.6,2,0,1,0,0.55
31,M,user_150,product_247,Ashanti,mobile,Electronics,752,4.4,2,0,0,0,0.05
31,M,user_358,product_170,Upper East,mobile,Groceries,47,3.9,2,0,1,0,0.55
65,M,user_111,product_179,Upper West,mobile,Books,52,3.8,2,0,1,0,0.55
65,M,user_665,product_216,Central,desktop,Sports,199,5.0,2,0,0,0,0.05
18,M,user_48,product_76,Volta,mobile,Mobile Phones,1355,4.3,2,0,0,0,0.05
29,F,user_190,product_184,Volta,mobile,Home Appliances,798,3.7,2,0,1,0,0.55
58,M,user_846,product_170,Northern,mobile,Groceries,47,3.9,3,0,0,0,0.05
53,M,user_260,product_56,Greater Accra,mobile,Health & Beauty,41,4.6,3,0,0,0,0.05
23,M,user_214,product_96,Northern,mobile,Sports,167,4.2,3,0,1,0,0.55
23,M,user_47,product_133,Greater Accra,mobile,Electronics,657,3.4,3,0,1,1,3.05
38,F,user_550,product_163,Upper West,desktop,Home Appliances,977,3.8,3,0,0,0,0.05
56,M,user_336,product_234,Volta,mobile,Mobile Phones,1130,3.1,3,0,0,0,0.05
37,M,user_309,product_75,Volta,mobile,Sports,202,4.9,3,0,1,1,3.05
49,F,user_385,product_198,Greater Accra,desktop,Electronics,732,4.0,4,0,1,0,0.55
48,F,user_383,product_247,Western,desktop,Electronics,752,4.4,4,0,1,0,0.55
35,F,user_891,product_144,Greater Accra,mobile,Clothing,206,3.6,4,0,1,0,0.55
57,F,user_870,product_59,Western,desktop,Mobile Phones,1048,4.1,4,0,0,0,0.05
25,F,user_796,product_224,Ashanti,mobile,Groceries,55,4.3,4,0,1,0,0.55
27,M,user_187,product_218,Western,mobile,Electronics,694,3.7,4,0,1,1,3.05
45,M,user_703,product_76,Northern,mobile,Mobile Phones,1355,4.3,4,0,0,0,0.05
19,M,user_285,product_44,Central,mobile,Health & Beauty,47,3.0,5,0,1,0,0.55
50,F,user_361,product_101,Central,mobile,Electronics,661,3.8,5,0,1,0,0.55
57,F,user_545,product_57,Western,mobile,Health & Beauty,60,4.1,5,0,1,1,3.05
23,M,user_47,product_4,Greater Accra,mobile,Health & Beauty,83,4.0,6,0,1,0,0.55
64,F,user_456,product_36,Upper East,mobile,Electronics,388,3.6,6,0,0,0,0.05
22,M,user_607,product_229,Eastern,mobile,Mobile Phones,1108,4.1,6,0,0,0,0.05
56,M,user_903,product_125,Central,mobile,Clothing,140,3.8,6,0,1,0,0.55
54,F,user_207,product_2,Western,mobile,Health & Beauty,51,4.3,7,0,1,0,0.55
36,M,user_76,product_184,Volta,mobile,Home Appliances,798,3.7,7,0,0,0,0.05
65,F,user_496,product_35,Ashanti,mobile,Clothing,192,5.0,8,0,0,0,0.05
47,M,user_322,product_244,Central,mobile,Health & Beauty,105,3.5,8,0,1,0,0.55
55,M,user_212,product_243,Northern,desktop,Groceries,45,4.4,8,0,0,0,0.05
48,F,user_972,product_125,Ashanti,mobile,Clothing,140,3.8,8,0,0,0,0.05
45,F,user_898,product_133,Ashanti,mobile,Electronics,657,3.4,9,0,0,0,0.05
20,M,user_482,product_63,Northern,mobile,Home Appliances,696,4.2,9,0,0,0,0.05
60,M,user_893,product_244,Volta,desktop,Health & Beauty,105,3.5,9,0,0,0,0.05
32,M,user_832,product_61,Western,mobile,Books,59,2.7,9,0,1,0,0.55
51,F,user_749,product_238,Western,desktop,Clothing,98,4.8,9,0,1,0,0.55
64,F,user_275,product_155,Upper East,mobile,Sports,200,3.9,10,0,1,0,0.55
25,M,user_338,product_75,Ashanti,mobile,Sports,202,4.9,10,0,1,1,3.05
21,M,user_528,product_184,Eastern,mobile,Home Appliances,798,3.7,10,0,1,0,0.55
32,M,user_843,product_125,Northern,mobile,Clothing,140,3.8,10,0,0,0,0.05
64,F,user_617,product_69,Northern,mobile,Groceries,49,4.4,11,0,1,0,0.55
36,M,user_836,product_62,Western,desktop,Groceries,57,3.4,11,0,1,0,0.55
25,F,user_515,product_115,Upper West,mobile,Electronics,854,3.1,11,0,0,0,0.05
50,F,user_894,product_73,Volta,desktop,Groceries,43,3.6,11,0,0,0,0.05
23,M,user_176,product_157,Eastern,desktop,Books,71,4.1,11,0,0,0,0.05
46,M,user_710,product_170,Greater Accra,desktop,Groceries,47,3.9,11,0,1,0,0.55
60,M,user_525,product_218,Volta,desktop,Electronics,694,3.7,12,0,0,0,0.05
55,M,user_340,product_26,Western,mobile,Sports,220,3.3,12,0,0,0,0.05
32,M,user_203,product_100,Western,mobile,Clothing,117,3.3,12,0,1,1,3.05
60,F,user_389,product_71,Greater Accra,desktop,Clothing,153,4.5,12,0,0,0,0.05
41,F,user_253,product_144,Volta,mobile,Clothing,206,3.6,14,0,1,0,0.55
26,F,user_864,product_63,Eastern,mobile,Home Appliances,696,4.2,14,0,0,0,0.05
31,M,user_366,product_138,Western,mobile,Books,59,4.2,15,0,1,0,0.55
54,M,user_55,product_95,Central,mobile,Sports,166,3.9,15,0,0,0,0.05
46,F,user_719,product_100,Eastern,desktop,Clothing,117,3.3,15,0,0,0,0.05
50,F,user_437,product_84,Ashanti,desktop,Health & Beauty,75,3.9,15,0,0,0,0.05
42,M,user_508,product_26,Central,desktop,Sports,220,3.3,15,0,0,0,0.05
40,M,user_839,product_133,Volta,desktop,Electronics,657,3.4,17,0,1,0,0.55
40,F,user_737,product_26,Eastern,mobile,Sports,220,3.3,18,0,1,1,3.05
33,F,user_827,product_104,Upper West,mobile,Health & Beauty,43,4.4,18,0,1,1,3.05
34,F,user_64,product_1,Eastern,mobile,Health & Beauty,100,3.5,18,0,1,0,0.55
31,M,user_319,product_100,Northern,mobile,Clothing,117,3.3,19,0,1,1,3.05
32,F,user_776,product_44,Western,mobile,Health & Beauty,47,3.0,19,0,0,0,0.05
48,M,user_721,product_170,Northern,mobile,Groceries,47,3.9,19,0,0,0,0.05
61,M,user_523,product_184,Central,desktop,Home Appliances,798,3.7,19,0,1,0,0.55
28,F,user_787,product_133,Volta,desktop,Electronics,657,3.4,19,0,0,0,0.05
28,M,user_158,product_56,Ashanti,mobile,Health & Beauty,41,4.6,19,0,1,1,3.05
21,F,user_937,product_236,Volta,mobile,Mobile Phones,1164,4.1,19,0,1,0,0.55
49,M,user_747,product_133,Western,mobile,Electronics,657,3.4,20,0,0,0,0.05
54,F,user_220,product_184,Upper West,mobile,Home Appliances,798,3.7,20,0,0,0,0.05
48,M,user_129,product_144,Greater Accra,mobile,Clothing,206,3.6,20,0,1,0,0.55
47,M,user_524,product_125,Volta,mobile,Clothing,140,3.8,21,0,1,0,0.55
52,F,user_704,product_84,Western,mobile,Health & Beauty,75,3.9,21,0,1,1,3.05
47,M,user_750,product_3,Eastern,desktop,Health & Beauty,83,3.8,21,0,1,0,0.55
47,M,user_662,product_62,Upper East,mobile,Groceries,57,3.4,22,0,1,0,0.55
27,F,user_498,product_109,Ashanti,mobile,Home Appliances,845,4.8,22,0,0,0,0.05
51,F,user_957,product_110,Greater Accra,mobile,Groceries,42,3.0,22,0,0,0,0.05
61,M,user_278,product_100,Central,mobile,Clothing,117,3.3,22,0,0,0,0.05
41,M,user_949,product_163,Northern,mobile,Home Appliances,977,3.8,23,0,1,0,0.55
32,F,user_152,product_187,Eastern,mobile,Sports,165,3.9,23,0,0,0,0.05
41,M,user_504,product_159,Ashanti,desktop,Books,65,3.4,23,0,0,0,0.05
65,M,user_111,product_109,Upper West,mobile,Home Appliances,845,4.8,23,0,0,0,0.05
32,M,user_20,product_75,Upper East,desktop,Sports,202,4.9,0,1,1,0,0.55
41,F,user_780,product_110,Western,mobile,Groceries,42,3.0,0,1,1,1,3.05
23,F,user_670,product_241,Upper East,mobile,Electronics,728,3.4,1,1,1,0,0.55
30,M,user_533,product_36,Volta,mobile,Electronics,388,3.6,1,1,1,0,0.55
20,M,user_878,product_18,Greater Accra,mobile,Books,70,4.2,2,1,0,0,0.05
58,M,user_120,product_89,Western,desktop,Clothing,202,3.7,2,1,1,0,0.55
46,M,user_269,product_184,Upper East,mobile,Home Appliances,798,3.7,2,1,1,0,0.55
64,M,user_959,product_186,Greater Accra,mobile,Sports,149,2.5,2,1,0,0,0.05
61,M,user_71,product_37,Western,mobile,Groceries,60,3.3,3,1,0,0,0.05
65,F,user_17,product_118,Ashanti,mobile,Electronics,816,2.8,3,1,0,0,0.05
44,F,user_406,product_29,Greater Accra,mobile,Health & Beauty,71,4.0,4,1,1,0,0.55
33,M,user_540,product_243,Ashanti,mobile,Groceries,45,4.4,5,1,1,0,0.55
33,F,user_119,product_58,Western,mobile,Sports,198,3.9,5,1,0,0,0.05
